534	18
535	19
536	23
537	23
538	17
539	29
540	22
541	22
542	25
543	32
544	28
545	17
546	24
547	29
548	15
549	24
550	21
551	21
552	25
553	28
554	22
555	25
556	21
557	26
558	23
559	31
560	25
561	23
562	23
563	22
564	17
565	20
566	36
567	27
568	18
569	30
570	28
571	27
572	20
573	25
574	27
575	27
576	28
577	33
578	16
579	29
580	37
581	38
582	19
583	30
584	16
585	30
586	23
587	18
588	23
589	31
590	19
591	23
592	26
593	28
594	29
595	17
596	20
597	20
598	24
599	22
600	29
601	25
602	25
603	27
604	33
605	24
606	25
607	25
608	25
609	19
610	23
611	34
612	28
613	29
614	18
615	27
616	27
617	13
618	24
619	19
620	22
621	23
622	25
623	14
624	27
625	17
626	13
627	22
628	31
629	12
630	20
631	25
632	21
633	23
634	20
635	21
636	17
637	17
638	18
639	17
640	17
641	14
642	21
643	11
644	9
645	9
646	12
647	13
648	13
649	12
650	12
651	15
652	14
653	13
654	13
655	13
656	12
657	13
658	14
659	8
660	9
661	13
662	11
663	10
664	14
665	9
666	5
667	8
668	8
669	10
670	6
671	7
672	12
673	8
674	12
675	8
676	3
677	9
678	8
679	14
680	7
681	5
682	5
683	10
684	13
685	9
686	14
687	4
688	4
689	18
690	11
691	2
692	10
693	8
694	5
695	13
696	7
697	6
698	10
699	10
700	4
701	14
702	10
703	14
704	6
705	8
706	9
707	11
708	6
709	7
710	9
711	4
712	8
713	15
714	6
715	10
716	5
717	21
718	11
719	17
720	19
721	11
722	22
723	13
724	20
725	18
726	18
727	22
728	18
729	21
730	21
731	26
732	30
733	21
734	25
735	29
736	36
737	26
738	35
739	35
740	45
741	33
742	56
743	45
744	48
745	50
746	62
747	46
748	62
749	52
750	48
751	58
752	65
753	61
754	69
755	59
756	67
757	63
758	67
759	73
760	72
761	74
762	92
763	70
764	77
765	58
766	80
767	66
768	65
769	87
770	81
771	68
772	74
773	59
774	54
775	70
776	59
777	52
778	53
779	57
780	61
781	38
782	52
783	45
784	43
785	44
786	52
787	35
788	45
789	34
790	24
791	37
792	31
793	35
794	20
795	27
796	18
797	19
798	11
799	16
800	15
801	15
802	20
803	11
804	11
805	12
806	6
807	11
808	7
809	10
810	2
811	13
812	9
813	9
814	8
815	6
816	11
817	5
818	4
819	2
820	6
821	5
822	9
823	5
824	4
825	3
826	5
827	4
828	3
829	3
830	5
831	5
832	10
833	3
834	3
835	7
836	7
837	6
838	4
839	2
840	3
841	6
842	3
843	10
844	8
845	5
846	1
847	4
848	8
849	6
850	9
851	6
852	8
853	5
854	9
855	7
856	6
857	3
858	2
859	4
860	4
861	4
862	3
863	7
864	3
865	7
866	4
867	6
868	6
869	3
870	7
871	5
872	4
873	7
874	6
875	5
876	3
877	7
878	10
879	8
880	4
881	10
882	6
883	4
884	7
885	5
886	12
887	8
888	7
889	4
890	4
891	6
892	12
893	3
894	5
895	5
896	5
897	7
898	2
899	4
900	4
901	4
902	1
903	3
904	5
905	7
906	4
907	6
908	5
909	4
910	1
911	3
912	2
913	3
914	3
915	5
916	8
917	6
918	8
919	3
920	3
921	1
922	2
923	3
924	3
925	4
926	3
927	5
928	7
929	4
930	4
931	4
932	2
933	3
934	4
935	1
936	4
937	2
938	3
939	2
940	4
941	3
942	2
943	3
944	3
945	2
946	2
947	1
948	1
949	3
950	2
951	6
952	4
953	1
954	1
955	6
956	1
957	1
958	2
959	2
960	1
961	2
962	3
963	1
964	5
965	3
966	4
967	2
968	2
969	6
970	0
971	6
972	1
973	2
974	1
975	1
976	1
977	2
978	0
979	2
980	1
981	4
982	2
983	2
984	0
985	0
986	2
987	1
988	2
989	0
990	1
991	1
992	1
993	0
994	2
995	2
996	1
997	1
998	3
999	2
1000	1
1001	1
1002	1
1003	2
1004	3
1005	0
1006	0
1007	1
1008	2
1009	1
1010	1
1011	2
1012	1
1013	2
1014	0
1015	1
1016	0
1017	2
1018	1
1019	3
1020	2
1021	1
1022	0
1023	1
